game_id	home_team_id	away_team_id	date	neutral_site	game_link
4671065	0	539	11/15/2018	0	http://stats.ncaa.org/game/index/4671065
4705238	562	0	02/15/2019	0	http://stats.ncaa.org/game/index/4705238
4667845	156	0	11/27/2018	0	http://stats.ncaa.org/game/index/4667845
4709874	0	749	02/19/2019	0	http://stats.ncaa.org/game/index/4709874
4697328	0	164	02/06/2019	0	http://stats.ncaa.org/game/index/4697328
4669750	639	0	12/01/2018	0	http://stats.ncaa.org/game/index/4669750
4669751	0	202	12/01/2018	0	http://stats.ncaa.org/game/index/4669751
4716224	0	251	01/02/2019	0	http://stats.ncaa.org/game/index/4716224
4669753	363	0	12/01/2018	0	http://stats.ncaa.org/game/index/4669753
4693593	0	649	01/31/2019	0	http://stats.ncaa.org/game/index/4693593
4693481	460	0	01/31/2019	0	http://stats.ncaa.org/game/index/4693481
4689546	5	0	01/22/2019	0	http://stats.ncaa.org/game/index/4689546
4670570	0	469	12/01/2018	0	http://stats.ncaa.org/game/index/4670570
4693952	771	0	02/01/2019	0	http://stats.ncaa.org/game/index/4693952
4666207	299	0	11/24/2018	0	http://stats.ncaa.org/game/index/4666207
4666974	0	308	11/25/2018	0	http://stats.ncaa.org/game/index/4666974
4661503	0	797	11/16/2018	0	http://stats.ncaa.org/game/index/4661503
4716396	665	0	02/25/2019	0	http://stats.ncaa.org/game/index/4716396
4665884	391	0	11/24/2018	0	http://stats.ncaa.org/game/index/4665884
4685020	674	0	01/12/2019	0	http://stats.ncaa.org/game/index/4685020
4665408	0	796	11/23/2018	1	http://stats.ncaa.org/game/index/4665408
4664824	630	0	11/07/2018	0	http://stats.ncaa.org/game/index/4664824
4685028	172	0	01/12/2019	0	http://stats.ncaa.org/game/index/4685028
4697730	26172	0	02/06/2019	0	http://stats.ncaa.org/game/index/4697730
4665401	678	0	11/23/2018	0	http://stats.ncaa.org/game/index/4665401
4659882	534	0	11/13/2018	0	http://stats.ncaa.org/game/index/4659882
4675746	0	768	12/16/2018	1	http://stats.ncaa.org/game/index/4675746
4666995	0	502	11/24/2018	0	http://stats.ncaa.org/game/index/4666995
4661292	0	317	11/16/2018	0	http://stats.ncaa.org/game/index/4661292
4673314	0	315	12/08/2018	0	http://stats.ncaa.org/game/index/4673314
4698454	260	0	02/07/2019	0	http://stats.ncaa.org/game/index/4698454
4677401	0	222	12/21/2018	0	http://stats.ncaa.org/game/index/4677401
4703172	725	0	02/13/2019	0	http://stats.ncaa.org/game/index/4703172
4663988	0	30135	11/19/2018	0	http://stats.ncaa.org/game/index/4663988
4668374	670	0	11/28/2018	0	http://stats.ncaa.org/game/index/4668374
4668377	483	0	11/28/2018	0	http://stats.ncaa.org/game/index/4668377
4699160	0	502	12/22/2018	1	http://stats.ncaa.org/game/index/4699160
4670353	0	14	11/30/2018	1	http://stats.ncaa.org/game/index/4670353
4714834	220	0	02/24/2019	0	http://stats.ncaa.org/game/index/4714834
4661881	0	456	11/17/2018	1	http://stats.ncaa.org/game/index/4661881
4665081	283	0	11/21/2018	0	http://stats.ncaa.org/game/index/4665081
4692516	554	0	01/27/2019	0	http://stats.ncaa.org/game/index/4692516
4692517	0	692	11/06/2018	0	http://stats.ncaa.org/game/index/4692517
4676362	5	0	12/18/2018	0	http://stats.ncaa.org/game/index/4676362
4703774	0	609	02/13/2019	0	http://stats.ncaa.org/game/index/4703774
4678560	0	466	12/29/2018	0	http://stats.ncaa.org/game/index/4678560
4665088	0	536	11/21/2018	0	http://stats.ncaa.org/game/index/4665088
4693022	0	400	01/30/2019	0	http://stats.ncaa.org/game/index/4693022
4664822	366	0	11/20/2018	0	http://stats.ncaa.org/game/index/4664822
4668573	0	472	11/28/2018	0	http://stats.ncaa.org/game/index/4668573
4701503	650	0	02/10/2019	0	http://stats.ncaa.org/game/index/4701503
4713452	1356	0	02/23/2019	0	http://stats.ncaa.org/game/index/4713452
4656342	0	551	11/09/2018	0	http://stats.ncaa.org/game/index/4656342
4675870	792	0	12/16/2018	0	http://stats.ncaa.org/game/index/4675870
4661349	731	0	11/16/2018	0	http://stats.ncaa.org/game/index/4661349
4659745	0	363	11/13/2018	0	http://stats.ncaa.org/game/index/4659745
4657434	0	220	11/10/2018	0	http://stats.ncaa.org/game/index/4657434
4698127	0	748	02/07/2019	0	http://stats.ncaa.org/game/index/4698127
4657430	709	0	11/10/2018	0	http://stats.ncaa.org/game/index/4657430
4657431	693	0	11/10/2018	0	http://stats.ncaa.org/game/index/4657431
4711487	534	0	02/21/2019	0	http://stats.ncaa.org/game/index/4711487
4717428	0	482	02/27/2019	0	http://stats.ncaa.org/game/index/4717428
4664158	0	769	11/20/2018	1	http://stats.ncaa.org/game/index/4664158
4677659	772	0	12/22/2018	0	http://stats.ncaa.org/game/index/4677659
4689235	0	381	01/17/2019	0	http://stats.ncaa.org/game/index/4689235
4681278	794	0	01/05/2019	0	http://stats.ncaa.org/game/index/4681278
4664041	172	0	11/13/2018	0	http://stats.ncaa.org/game/index/4664041
4665538	231	0	11/23/2018	0	http://stats.ncaa.org/game/index/4665538
4657187	0	647	11/10/2018	0	http://stats.ncaa.org/game/index/4657187
4685159	102	0	01/12/2019	0	http://stats.ncaa.org/game/index/4685159
4677657	774	0	12/22/2018	0	http://stats.ncaa.org/game/index/4677657
4689514	363	0	11/06/2018	0	http://stats.ncaa.org/game/index/4689514
4706634	157	0	02/17/2019	0	http://stats.ncaa.org/game/index/4706634
4665536	736	0	11/23/2018	0	http://stats.ncaa.org/game/index/4665536
4701441	0	482	02/10/2019	0	http://stats.ncaa.org/game/index/4701441
4717479	0	68	02/27/2019	0	http://stats.ncaa.org/game/index/4717479
4712118	386	0	02/22/2019	0	http://stats.ncaa.org/game/index/4712118
4669377	0	47	12/01/2018	0	http://stats.ncaa.org/game/index/4669377
4694450	768	0	02/02/2019	0	http://stats.ncaa.org/game/index/4694450
4687985	0	306	01/19/2019	0	http://stats.ncaa.org/game/index/4687985
4669379	693	0	12/01/2018	0	http://stats.ncaa.org/game/index/4669379
4686771	0	219	01/16/2019	0	http://stats.ncaa.org/game/index/4686771
4695980	0	674	02/03/2019	0	http://stats.ncaa.org/game/index/4695980
4667836	51	0	11/27/2018	0	http://stats.ncaa.org/game/index/4667836
4676431	695	0	12/18/2018	0	http://stats.ncaa.org/game/index/4676431
4664130	0	706	11/20/2018	1	http://stats.ncaa.org/game/index/4664130
4687455	518	0	01/18/2019	0	http://stats.ncaa.org/game/index/4687455
4689839	738	0	01/23/2019	0	http://stats.ncaa.org/game/index/4689839
4669173	0	149	11/30/2018	0	http://stats.ncaa.org/game/index/4669173
4677798	288	0	12/23/2018	0	http://stats.ncaa.org/game/index/4677798
4682102	248	0	01/06/2019	0	http://stats.ncaa.org/game/index/4682102
4668485	0	305	11/28/2018	0	http://stats.ncaa.org/game/index/4668485
4668484	418	0	11/28/2018	0	http://stats.ncaa.org/game/index/4668484
4664599	0	671	11/20/2018	1	http://stats.ncaa.org/game/index/4664599
4692684	0	466	01/29/2019	0	http://stats.ncaa.org/game/index/4692684
4668976	488	0	11/29/2018	0	http://stats.ncaa.org/game/index/4668976
4699747	792	0	02/09/2019	0	http://stats.ncaa.org/game/index/4699747
4665908	305	0	11/24/2018	0	http://stats.ncaa.org/game/index/4665908
4690642	0	80	01/25/2019	0	http://stats.ncaa.org/game/index/4690642
4668961	0	386	11/29/2018	1	http://stats.ncaa.org/game/index/4668961
4660031	0	482	11/14/2018	0	http://stats.ncaa.org/game/index/4660031
4664595	0	361	11/20/2018	0	http://stats.ncaa.org/game/index/4664595
4690131	0	739	01/22/2019	0	http://stats.ncaa.org/game/index/4690131
4674871	0	229	12/14/2018	0	http://stats.ncaa.org/game/index/4674871
4674182	0	14	12/11/2018	0	http://stats.ncaa.org/game/index/4674182
4675458	0	539	12/15/2018	1	http://stats.ncaa.org/game/index/4675458
4675459	0	311	12/15/2018	1	http://stats.ncaa.org/game/index/4675459
4714232	0	487	02/23/2019	0	http://stats.ncaa.org/game/index/4714232
4674185	0	48	12/11/2018	0	http://stats.ncaa.org/game/index/4674185
4657236	0	786	11/10/2018	0	http://stats.ncaa.org/game/index/4657236
4706980	655	0	02/16/2019	0	http://stats.ncaa.org/game/index/4706980
4694730	0	639	02/02/2019	0	http://stats.ncaa.org/game/index/4694730
4706450	0	539	02/16/2019	0	http://stats.ncaa.org/game/index/4706450
4706985	366	0	02/16/2019	0	http://stats.ncaa.org/game/index/4706985
4706456	609	0	02/16/2019	0	http://stats.ncaa.org/game/index/4706456
4706455	0	702	02/16/2019	0	http://stats.ncaa.org/game/index/4706455
4706454	175	0	02/16/2019	0	http://stats.ncaa.org/game/index/4706454
4702299	698	0	02/11/2019	0	http://stats.ncaa.org/game/index/4702299
4702298	7	0	02/11/2019	0	http://stats.ncaa.org/game/index/4702298
4663805	0	314	11/19/2018	1	http://stats.ncaa.org/game/index/4663805
4717503	0	563	02/27/2019	0	http://stats.ncaa.org/game/index/4717503
4692682	94	0	01/29/2019	0	http://stats.ncaa.org/game/index/4692682
4663800	0	504	11/19/2018	1	http://stats.ncaa.org/game/index/4663800
4663801	0	257	11/19/2018	1	http://stats.ncaa.org/game/index/4663801
4695671	2699	0	02/03/2019	0	http://stats.ncaa.org/game/index/4695671
4670687	1092	0	12/01/2018	0	http://stats.ncaa.org/game/index/4670687
4695674	0	749	02/03/2019	0	http://stats.ncaa.org/game/index/4695674
4696991	301	0	02/05/2019	0	http://stats.ncaa.org/game/index/4696991
4663808	0	626	11/19/2018	1	http://stats.ncaa.org/game/index/4663808
4693474	0	244	01/31/2019	0	http://stats.ncaa.org/game/index/4693474
4690227	487	0	01/24/2019	0	http://stats.ncaa.org/game/index/4690227
4668394	0	627	11/28/2018	0	http://stats.ncaa.org/game/index/4668394
4689578	503	0	01/22/2019	0	http://stats.ncaa.org/game/index/4689578
4664869	172	0	11/06/2018	0	http://stats.ncaa.org/game/index/4664869
4666676	562	0	11/25/2018	0	http://stats.ncaa.org/game/index/4666676
4689785	726	0	01/23/2019	0	http://stats.ncaa.org/game/index/4689785
4668871	631	0	11/29/2018	0	http://stats.ncaa.org/game/index/4668871
4689787	698	0	01/23/2019	0	http://stats.ncaa.org/game/index/4689787
4677594	0	314	12/22/2018	0	http://stats.ncaa.org/game/index/4677594
4700072	487	0	02/09/2019	0	http://stats.ncaa.org/game/index/4700072
4669674	0	260	12/01/2018	0	http://stats.ncaa.org/game/index/4669674
4664461	0	624	11/20/2018	0	http://stats.ncaa.org/game/index/4664461
4664068	454	0	11/16/2018	0	http://stats.ncaa.org/game/index/4664068
4680447	0	43	12/21/2018	1	http://stats.ncaa.org/game/index/4680447
4688551	0	28755	01/19/2019	0	http://stats.ncaa.org/game/index/4688551
4698262	0	754	02/07/2019	0	http://stats.ncaa.org/game/index/4698262
4690229	116	0	01/24/2019	0	http://stats.ncaa.org/game/index/4690229
4674989	0	513	12/15/2018	1	http://stats.ncaa.org/game/index/4674989
4674988	301	0	12/15/2018	0	http://stats.ncaa.org/game/index/4674988
4661234	0	738	11/16/2018	0	http://stats.ncaa.org/game/index/4661234
4689017	222	0	01/21/2019	0	http://stats.ncaa.org/game/index/4689017
4658407	8	0	11/11/2018	0	http://stats.ncaa.org/game/index/4658407
4695515	0	104	02/02/2019	0	http://stats.ncaa.org/game/index/4695515
4666677	158	0	11/25/2018	0	http://stats.ncaa.org/game/index/4666677
4676837	0	539	12/19/2018	0	http://stats.ncaa.org/game/index/4676837
4690223	0	361	01/24/2019	0	http://stats.ncaa.org/game/index/4690223
4674987	1320	0	12/15/2018	0	http://stats.ncaa.org/game/index/4674987
4707073	0	165	02/16/2019	0	http://stats.ncaa.org/game/index/4707073
4712564	690	0	02/23/2019	0	http://stats.ncaa.org/game/index/4712564
4684514	0	81	01/12/2019	0	http://stats.ncaa.org/game/index/4684514
4678541	2	0	12/29/2018	0	http://stats.ncaa.org/game/index/4678541
4675052	545	0	12/15/2018	0	http://stats.ncaa.org/game/index/4675052
4666833	0	28755	11/25/2018	0	http://stats.ncaa.org/game/index/4666833
4674697	610	0	12/10/2018	0	http://stats.ncaa.org/game/index/4674697
4686846	655	0	01/16/2019	0	http://stats.ncaa.org/game/index/4686846
4674695	0	2711	12/13/2018	0	http://stats.ncaa.org/game/index/4674695
4679257	508	0	12/30/2018	0	http://stats.ncaa.org/game/index/4679257
4660964	0	528	11/16/2018	1	http://stats.ncaa.org/game/index/4660964
4666739	0	460	11/25/2018	1	http://stats.ncaa.org/game/index/4666739
4674691	631	0	12/13/2018	0	http://stats.ncaa.org/game/index/4674691
4675059	635	0	12/15/2018	0	http://stats.ncaa.org/game/index/4675059
4671008	527	0	11/09/2018	0	http://stats.ncaa.org/game/index/4671008
4661119	0	695	11/16/2018	0	http://stats.ncaa.org/game/index/4661119
4674508	66	0	12/12/2018	0	http://stats.ncaa.org/game/index/4674508
4675583	0	148	12/16/2018	0	http://stats.ncaa.org/game/index/4675583
4684992	315	0	01/12/2019	0	http://stats.ncaa.org/game/index/4684992
4674500	782	0	12/12/2018	0	http://stats.ncaa.org/game/index/4674500
4671261	0	244	12/04/2018	0	http://stats.ncaa.org/game/index/4671261
4688063	725	0	01/19/2019	0	http://stats.ncaa.org/game/index/4688063
4671263	0	617	12/04/2018	0	http://stats.ncaa.org/game/index/4671263
4714041	603	0	02/23/2019	0	http://stats.ncaa.org/game/index/4714041
4671265	5	0	11/16/2018	0	http://stats.ncaa.org/game/index/4671265
4704979	482	0	02/15/2019	0	http://stats.ncaa.org/game/index/4704979
4671266	0	768	11/16/2018	1	http://stats.ncaa.org/game/index/4671266
4675904	0	116	11/25/2018	1	http://stats.ncaa.org/game/index/4675904
4671268	201	0	12/04/2018	0	http://stats.ncaa.org/game/index/4671268
4689477	0	306	01/22/2019	0	http://stats.ncaa.org/game/index/4689477
4675907	219	0	12/15/2018	0	http://stats.ncaa.org/game/index/4675907
4675900	0	483	11/24/2018	1	http://stats.ncaa.org/game/index/4675900
4675901	0	739	11/25/2018	1	http://stats.ncaa.org/game/index/4675901
4693017	308	0	01/30/2019	0	http://stats.ncaa.org/game/index/4693017
4663291	0	228	11/18/2018	1	http://stats.ncaa.org/game/index/4663291
4700455	0	691	02/09/2019	0	http://stats.ncaa.org/game/index/4700455
4700453	572	0	02/09/2019	0	http://stats.ncaa.org/game/index/4700453
